index	*ID	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
jamellasunique433	433	100	1		1		5		scm			5	5000								nec		1	2	regen		30	30	ease		-100	-100	abs-ltng		5	5																																		0
jamellasunique434	434	100	1		1		8		sbr			5	5000								pal		1	2	deadly		35	70	crush		25	25	str		8	12	all-stats		7	9	dex		8	12																										0
jamellasunique435	435	100	1		1		12		flc			5	5000								nec		1	2	vit		12	18	hp%		6	12	aura	114	3	4	ease		-100	-100	cheap		10	20	freeze		1	1																						0
jamellasunique436	436	100	1		1		11		crs			5	5000								nec		1	2	demon-heal		7	11	abs-fire		5	6																																						0
jamellasunique437	437	100	1		1		16		bsd			5	5000								ama		1	2	dmg%		248	580	att-undead		116	248	reduce-ac		50	75	dex		16	24	slow		25	25	dmg-norm		80	160																						0
jamellasunique438	438	100	1		1		19		lsd			5	5000								ama		1	2	mag%		44	88	dmg-ltng		95	190	res-ltng-max		10	20	res-all-max		10	20	ease		-100	-100																										0
jamellasunique439	439	100	1		1		24		wsd			5	5000								dmg%		272	620	dru		1	2	ease		-100	-100	dmg-ac		50	1074	crush		25	25																														0
jamellasunique440	440	100	1		1		10		2hs			5	5000								bar		1	2	fireskill		1	2	dmg-fire		50	100	res-all		16	24																																		0
jamellasunique441	441	100	1		1		16		clm			5	5000								dmg%		248	580	swing1		25	41	att%		116	248	slow		25	25	dmg-ac		50	1066	deadly		35	70	pierce		100	100																						0
jamellasunique442	442	100	1		1		21		gis			5	5000								dru		1	2	dmg%		263	605	aura	122	3	7	noheal		1	1																																		0
jamellasunique443	443	100	1		1		22		bsw			5	5000								dmg%		266	610	pal		1	2	ignore-ac		1	1	openwounds		35	70	res-all-max		10	20	pierce		100	100	att		135	245	oskill	81	6	22	balance1		35	35														0
jamellasunique444	444	100	1		1		31		flb			5	5000								allskills		1	1	mag%		56	112	cast1		15	25	res-all-max		10	20	ease		-100	-100																														0
jamellasunique445	445	100	1		1		34		gsd			5	5000								nec		1	3	demon-heal		13	22	dmg-ltng		170	340	mana-kill		13	22	gold%		118	202	mag%		59	118	res-all		25	36	abs-ltng		5	17	light-thorns		34	68	aura	118	3	12										0
jamellasunique446	446	100	1		1		2		dgr			5	5000								ama		1	2	dmg-ltng		10	20	extra-ltng		2	4																																						0
jamellasunique447	447	100	1		1		9		dir			5	5000								allskills		1	1	cheap		10	20	res-pois		18	28	all-stats		7	10																																		0
jamellasunique448	448	100	1		1		19		kri			5	5000								dru		1	2	mag%		44	88	gold%		88	157	freeze		1	1	regen		30	30																														0
jamellasunique449	449	100	1		1		22		bld			5	5000								dmg%		266	610	nec		1	2	slow		25	25	reduce-ac		50	75	dmg-undead		266	610	aura	113	3	8																										0
jamellasunique450	450	100	1		1		2		tkf			5	5000								allskills		1	1	dmg%		206	510	ignore-ac		1	1																																						0
jamellasunique451	451	100	1		1		6		tax			5	5000								nec		1	2	dmg%		218	530	att		55	85	dmg-ac		50	156																																		0
jamellasunique452	452	100	1		1		12		bkf			5	5000								dmg%		236	560	vit		12	18	dmg-norm		60	120	all-stats		8	11	reduce-ac		50	75																														0
jamellasunique453	453	100	1		1		19		bal			5	5000								ass		1	2	regen-mana		50	50	res-ltng-max		10	20	aura	118	3	7																																		0
jamellasunique454	454	100	1		1		1		jav			5	5000								ama		1	2	slow		25	25	noheal		1	1																																						0
jamellasunique455	455	100	1		1		9		pil			5	5000								nec		1	2	hp		18	27	dmg-ltng		45	90	extra-ltng		9	18	light-thorns		9	18																														0
jamellasunique456	456	100	1		1		15		ssp			5	5000								ass		1	2	freeze		1	1	extra-cold		15	30	cast1		15	25	enr		15	23	res-all		19	28																										0
jamellasunique457	457	100	1		1		27		glv			5	5000								dmg%		281	635	ama		1	3	dmg-norm		135	270	gold%		104	181	noheal		1	1	ignore-ac		1	1																										0
jamellasunique458	458	100	1		1		31		tsp			5	5000								ama		1	3	dmg-pois	75	155	310	hp%		15	31	cast1		15	25	ease		-100	-100	mag%		56	112	addxp		10	20	cheap		10	20																		0
jamellasunique459	459	100	1		1		4		spr			5	5000								pal		1	2	hp%		2	4	mana-kill		6	7																																						0
jamellasunique460	460	100	1		1		8		tri			5	5000								ass		1	2	deadly		35	70	dmg-norm		40	80																																						0
jamellasunique461	461	100	1		1		16		brn			5	5000								ama		1	2	all-stats		9	13	dmg-undead		248	580	ignore-ac		1	1	att-undead		116	248																														0
jamellasunique462	462	100	1		1		21		spt			5	5000								ama		1	2	ease		-100	-100	res-pois-max		10	20	move1		25	46																																		0
jamellasunique463	463	100	1		1		26		pik			5	5000								ass		1	3	addxp		10	20	oskill	249	6	26	res-fire		27	41																																		0
jamellasunique464	464	100	1		1		5		bar			5	5000								pal		1	2	dmg%		215	525	gold%		60	115	res-all		11	17																																		0
jamellasunique465	465	100	1		1		10		vou			5	5000								ass		1	2	res-all		16	24	hp		20	30	heal-kill		7	10	regen-mana		50	50	light-thorns		10	20																										0
jamellasunique466	466	100	1		1		15		scy			5	5000								bar		1	2	dmg%		245	575	pierce		100	100	levelreq		1	1	swing1		25	40	hp%		7	15																										0
jamellasunique467	467	100	1		1		23		pax			5	5000								bar		1	2	abs-cold		5	12	all-stats		10	17	aura	114	3	8																																		0
jamellasunique468	468	100	1		1		33		hal			5	5000								pal		1	3	fireskill		1	3	mana		66	99	hp%		16	33	cast1		15	25	res-all-max		10	20	gold%		116	199	oskill	121	6	33																		0
jamellasunique469	469	100	1		1		31		wsc			5	5000								nec		1	3	mana%		15	31	res-all		24	35	oskill	81	6	31	cheap		10	20																														0
jamellasunique470	470	100	1		1		1		sst			5	5000								bar		1	2	regen		30	30	res-pois		0	0																																						0
jamellasunique471	471	100	1		1		9		lst			5	5000								bar		1	2	res-fire-max		10	20	res-all		15	22																																						0
jamellasunique472	472	100	1		1		11		cst			5	5000								sor		1	2	aura	102	3	4	enr		11	17	addxp		10	20	regen-mana		50	50	heal-kill		7	11	mana%		5	11																						0
jamellasunique473	473	100	1		1		19		bst			5	5000								nec		1	2	cheap		10	20	move1		25	44	abs-cold%		25	50	demon-heal		9	15																														0
jamellasunique474	474	100	1		1		23		wst			5	5000								bar		1	2	mag%		48	96	res-pois-len		75	75	addxp		10	20	move1		25	48	oskill	81	6	23	regen		30	30																						0
jamellasunique475	475	100	1		1		1		sbw			5	5000								dmg%		203	505	ass		1	2	pierce		100	100																																						0
jamellasunique476	476	100	1		1		4		hbw			5	5000								dmg%		212	520	swing1		25	29	dmg-ac		50	154																																						0
jamellasunique477	477	100	1		1		7		lbw			5	5000								dmg%		221	535	nec		1	2	ethereal		1	1	indestruct		1	1																																		0
jamellasunique478	478	100	1		1		13		cbw			5	5000								sor		1	2	addxp		10	20	dmg-ltng		65	130	cast1		15	25	aura	118	3	5																														0
jamellasunique479	479	100	1		1		21		sbb			5	5000								sor		1	2	abs-cold		5	11	hp%		10	21	abs-cold%		25	50	dmg-cold	150	105	210																														0
jamellasunique480	480	100	1		1		24		lbb			5	5000								sor		1	2	oskill	58	6	24	freeze		1	1	mag%		49	98	gold%		98	172	cheap		10	20	abs-cold		5	12	res-all		22	32																		0
jamellasunique481	481	100	1		1		29		swb			5	5000								allskills		1	1	mana-kill		12	20	move1		25	54	dmg-cold	150	145	290	enr		29	44	aura	114	3	10	demon-heal		12	20	regen		30	30	all-stats		12	20	hp%		14	29										0
jamellasunique482	482	100	1		1		37		lwb			5	5000								ama		1	3	oskill	121	6	37	mana		74	111	move1		25	62	hp		74	111	aura	102	3	13	ease		-100	-100	mag%		62	124																		0
jamellasunique483	483	100	1		1		5		lxb			5	5000								ass		1	2	gold%		60	115	mag%		30	60	dmg-pois	75	25	50																																		0
jamellasunique484	484	100	1		1		17		mxb			5	5000								bar		1	2	dmg%		251	585	aura	122	3	6	swing1		25	42	vit		17	26	res-all-max		10	20	dmg-norm		85	170																						0
jamellasunique485	485	100	1		1		25		hxb			5	5000								ama		1	2	abs-cold		5	13	move1		25	50	all-stats		11	18	extra-cold		25	50	mana%		12	25																										0
jamellasunique486	486	100	1		1		34		rxb			5	5000								pal		1	3	dmg-fire		170	340	res-fire		29	45	vit		34	51	regen		30	30	regen-mana		50	50																										0
jamellasunique487	487	100	1		1		31		9ha			5	5000								dru		1	3	res-all-max		10	20	dmg-norm		155	310	dmg-ac		50	1081	slow		25	25	ignore-ac		1	1	oskill	32	3	11	dmg-demon		293	655																		0
jamellasunique488	488	100	1		1		33		9ax			5	5000								ass		1	3	dmg%		299	665	att-demon		133	299	crush		25	25	res-all		24	35																														0
jamellasunique489	489	100	1		1		42		92a			5	5000								bar		1	3	mana%		21	42	extra-ltng		42	84	all-stats		15	26	cast1		15	25																														0
jamellasunique490	490	100	1		1		51		9mp			5	5000								pal		1	4	regen		30	30	move1		25	76	mana%		25	51	res-ltng		32	50	cast1		15	25																										0
jamellasunique491	491	100	1		1		45		9wa			5	5000								ass		1	3	oskill	81	6	45	res-all-max		10	20	extra-cold		45	90	vit		45	68	hp%		22	45	dmg-cold	150	225	450																						0
jamellasunique492	492	100	1		1		36		9la			5	5000								nec		1	3	mana-kill		14	23	freeze		1	1	half-freeze		1	1	move1		25	61	res-cold		29	45	res-cold-max		10	20																						0
jamellasunique493	493	100	1		1		39		9ba			5	5000								allskills		1	1	move1		25	64	openwounds		35	70	dmg-demon		317	695	dmg-undead		317	695	noheal		1	1	mag%		64	128	dmg%		317	695																		0
jamellasunique494	494	100	1		1		49		9bt			5	5000								nec		1	3	move1		25	74	openwounds		35	70	dmg-norm		245	490	regen		30	30	indestruct		1	1																										0
jamellasunique495	495	100	1		1		51		9ga			5	5000								allskills		1	2	regen-mana		50	50	mana-kill		17	31	enr		51	77	dmg-pois	75	255	510																														0
jamellasunique496	496	100	1		1		55		9gi			5	5000								ass		1	4	regen		30	30	oskill	32	3	19	cheap		10	20	move1		25	80	dmg-pois	75	275	550	res-pois		33	51	res-pois-max		10	20																		0
jamellasunique497	497	100	1		1		31		9wn			5	5000								nec		1	3	dmg-ltng		155	310	regen		30	30	regen-mana		50	50	aura	118	3	11	addxp		10	20	cheap		10	20																						0
jamellasunique498	498	100	1		1		43		9yw			5	5000								bar		1	3	mag%		68	136	regen		30	30	res-pois-len		75	75	extra-pois		43	86																														0
jamellasunique499	499	100	1		1		49		9bw			5	5000								ass		1	3	cheap		10	20	regen		30	30	regen-mana		50	50	oskill	57	6	49	dmg-ltng		245	490	hp		98	147																						0
jamellasunique500	500	100	1		1		46		9gw			5	5000								sor		1	3	dmg-ltng		230	460	res-ltng-max		10	20	res-ltng		31	48	abs-ltng		5	23	mana		92	138	res-all-max		10	20	mana-kill		16	28	oskill	57	6	46	gold%		142	238	cheap		10	20						0
jamellasunique501	501	100	1		1		33		9cl			5	5000								nec		1	3	extra-ltng		33	66	cast1		15	25	res-ltng-max		10	20	enr		33	50	res-all		24	35																										0
jamellasunique502	502	100	1		1		28		9sc			5	5000								nec		1	3	dmg%		284	640	thorns		28	228	att%		128	284	vit		28	42	hp		56	84																										0
jamellasunique503	503	100	1		1		38		9qs			5	5000								sor		1	3	ease		-100	-100	res-pois-max		10	20	move1		25	63	res-pois		30	46	mana		76	114	cast1		15	25																						0
jamellasunique504	504	100	1		1		44		9ws			5	5000								dru		1	3	vit		44	66	heal-kill		16	27	ease		-100	-100	gold%		138	232	oskill	32	3	15	mag%		69	138	cheap		10	20	demon-heal		16	27	regen-mana		50	50	regen		30	30						0
jamellasunique505	505	100	1		1		38		9sp			5	5000								ama		1	3	light-thorns		38	76	res-ltng-max		10	20	extra-ltng		38	76	mana-kill		14	24	oskill	32	3	13	addxp		10	20	heal-kill		14	24																		0
jamellasunique506	506	100	1		1		37		9ma			5	5000								allskills		1	1	mana-kill		14	24	gold%		124	211	cheap		10	20	res-pois-len		75	75	res-pois		30	46																										0
jamellasunique507	507	100	1		1		35		9mt			5	5000								ama		1	3	dmg-ltng		175	350	abs-ltng%		25	50	res-all-max		10	20	res-ltng-max		10	20	ease		-100	-100																										0
jamellasunique508	508	100	1		1		43		9fl			5	5000								pal		1	3	dmg%		329	715	res-all		26	38	str		43	65	slow		25	25																														0
jamellasunique509	509	100	1		1		45		9wh			5	5000								pal		1	3	mana		90	135	regen		30	30	heal-kill		16	28	mana-kill		16	28	cheap		10	20	oskill	121	6	45	addxp		10	20																		0
jamellasunique510	510	100	1		1		43		9m9			5	5000								nec		1	3	cheap		10	20	hp		86	129	res-cold		31	48	aura	114	3	15	heal-kill		15	27																										0
jamellasunique511	511	100	1		1		54		9gm			5	5000								nec		1	4	oskill	121	6	54	res-all		28	40	hp		108	162	mana-kill		18	32	mag%		79	158	aura	102	3	18	fireskill		1	4	abs-fire%		25	50	dmg-fire		270	540	move1		25	79						0
jamellasunique512	512	100	1		1		30		9ss			5	5000								ass		1	3	demon-heal		12	20	aura	114	3	10	mana		60	90	res-cold-max		10	20	abs-cold%		25	50	freeze		1	1	half-freeze		1	1	move1		25	55														0
jamellasunique513	513	100	1		1		48		9sm			5	5000								dmg%		344	740	openwounds		35	70	all-stats		17	29	deadly		35	70	crush		25	25	aura	122	3	16	demon-heal		17	29	balance1		35	35	noheal		1	1	mag%		73	146	pal		1	3						0
jamellasunique514	514	100	1		1		35		9sb			5	5000								ama		1	3	abs-cold%		25	50	freeze		1	1	gold%		120	205	mana-kill		13	23																														0
jamellasunique515	515	100	1		1		36		9fc			5	5000								dru		1	3	light-thorns		36	72	regen-mana		50	50	ease		-100	-100	res-ltng		29	45	oskill	81	6	36	demon-heal		14	23																						0
jamellasunique516	516	100	1		1		34		9cr			5	5000								allskills		1	1	hp		68	102	vit		34	51	oskill	121	6	34	mag%		59	118	cheap		10	20	mana-kill		13	22	heal-kill		13	22																		0
jamellasunique517	517	100	1		1		43		9bs			5	5000								nec		1	3	abs-cold		5	22	dmg-cold	150	215	430	cheap		10	20	heal-kill		15	27	regen-mana		50	50	vit		43	65	demon-heal		15	27	mag%		68	136	res-all		26	38										0
jamellasunique518	518	100	1		1		41		9ls			5	5000								sor		1	3	mag%		66	132	all-stats		15	26	move1		25	66	abs-fire%		25	50	oskill	249	6	41	mana-kill		15	26																						0
jamellasunique519	519	100	1		1		59		9wd			5	5000								allskills		1	2	heal-kill		19	35	demon-heal		19	35	mana-kill		19	35	res-pois-len		75	75	vit		59	89	res-pois		33	51																						0
jamellasunique520	520	100	1		1		42		92h			5	5000								ass		1	3	enr		42	63	vit		42	63	move1		25	67	res-all-max		10	20	extra-cold		42	84																										0
jamellasunique521	521	100	1		1		39		9cm			5	5000								sor		1	3	hp		78	117	res-cold-max		10	20	cast1		15	25	res-cold		30	46	aura	114	3	13	mag%		64	128	freeze		1	1																		0
jamellasunique522	522	100	1		1		46		9gs			5	5000								sor		1	3	addxp		10	20	heal-kill		16	28	fireskill		1	4	res-fire-max		10	20	hp		92	138	abs-fire%		25	50	dmg-fire		230	460	res-all		27	39	res-fire		31	48										0
jamellasunique523	523	100	1		1		55		9b9			5	5000								sor		1	4	demon-heal		18	33	regen-mana		50	50	oskill	81	6	55	half-freeze		1	1	freeze		1	1																										0
jamellasunique524	524	100	1		1		56		9fb			5	5000								nec		1	4	dmg%		368	780	openwounds		35	70	hp		112	168	vit		56	84	dmg-ac		50	1106	att-demon		156	368																						0
jamellasunique525	525	100	1		1		60		9gd			5	5000								dmg%		380	800	vit		60	90	pierce		100	100	oskill	32	3	20	bar		1	4	thorns		60	260	deadly		35	70	demon-heal		20	35																		0
jamellasunique526	526	100	1		1		33		9dg			5	5000								dmg%		299	665	att%		133	299	ignore-ac		1	1	noheal		1	1	pal		1	3																														0
jamellasunique527	527	100	1		1		43		9di			5	5000								dru		1	3	att%		143	329	hp		86	129	swing1		25	68	slow		25	25	deadly		35	70	dmg-demon		329	715	dmg%		329	715																		0
jamellasunique528	528	100	1		1		42		9kr			5	5000								nec		1	3	crush		25	25	deadly		35	70	ethereal		1	1	indestruct		1	1																														0
jamellasunique529	529	100	1		1		42		9bl			5	5000								nec		1	3	res-pois-len		75	75	gold%		134	226	cast1		15	25	heal-kill		15	26	ease		-100	-100	mag%		67	134	oskill	58	6	42	regen-mana		50	50	addxp		10	20										0
jamellasunique530	530	100	1		1		34		9tk			5	5000								sor		1	3	dmg%		302	670	dmg-demon		302	670	oskill	121	6	34	pierce		100	100	att-undead		134	302	hp		68	102	att%		134	302	reduce-ac		50	75	regen		30	30										0
jamellasunique531	531	100	1		1		41		9ta			5	5000								sor		1	3	extra-fire		41	82	mana%		20	41	cheap		10	20	ease		-100	-100	addxp		10	20	oskill	249	6	41	fireskill		1	4	aura	102	3	14	demon-heal		15	26										0
jamellasunique532	532	100	1		1		40		9bk			5	5000								dru		1	3	mana%		20	40	res-fire		30	47	fireskill		1	3	addxp		10	20																														0
jamellasunique533	533	100	1		1		41		9b8			5	5000								dru		1	3	gold%		132	223	dmg-pois	75	205	410	regen-mana		50	50	mana-kill		15	26	addxp		10	20	ease		-100	-100	demon-heal		15	26																		0
jamellasunique534	534	100	1		1		35		9ja			5	5000								ama		1	3	res-ltng		29	45	mana		70	105	extra-ltng		35	70	light-thorns		35	70																														0
jamellasunique535	535	100	1		1		40		9pi			5	5000								allskills		1	1	addxp		10	20	res-fire		30	47	regen		30	30	heal-kill		15	25	oskill	32	3	14	aura	102	3	14	demon-heal		15	25	extra-fire		40	80	dmg-fire		200	400	mana		80	120						0
jamellasunique536	536	100	1		1		49		9s9			5	5000								dmg%		347	745	deadly		35	70	swing1		25	74	att%		149	347	slow		25	25	dmg-ac		50	1099	crush		25	25	balance1		35	35	pal		1	3														0
jamellasunique537	537	100	1		1		45		9gl			5	5000								sor		1	3	addxp		10	20	mana-kill		16	28	ease		-100	-100	hp		90	135	dmg-fire		225	450	regen		30	30	aura	102	3	15	oskill	32	3	15	gold%		140	235	regen-mana		50	50						0
jamellasunique538	538	100	1		1		54		9ts			5	5000								nec		1	4	extra-pois		54	108	cast1		15	25	oskill	32	3	18	res-pois-len		75	75	heal-kill		18	32	demon-heal		18	32	regen		30	30	ease		-100	-100	res-pois		33	50										0
jamellasunique539	539	100	1		1		35		9sr			5	5000								dru		1	3	abs-fire%		25	50	res-fire		29	45	gold%		120	205	regen-mana		50	50	res-fire-max		10	20	extra-fire		35	70																						0
jamellasunique540	540	100	1		1		33		9tr			5	5000								nec		1	3	dmg%		299	665	str		33	50	slow		25	25	hp%		16	33																														0
jamellasunique541	541	100	1		1		43		9br			5	5000								sor		1	3	att%		143	329	dex		43	65	slow		25	25	hp%		21	43	att-demon		143	329	aura	108	3	15	levelreq		1	1	dmg-undead		329	715	ignore-ac		1	1	dmg%		329	715						0
jamellasunique542	542	100	1		1		49		9st			5	5000								sor		1	3	dmg%		347	745	dex		49	74	res-all-max		10	20	oskill	81	6	49	noheal		1	1	dmg-undead		347	745																						0
jamellasunique543	543	100	1		1		53		9p9			5	5000								pal		1	4	hp%		26	53	regen-mana		50	50	heal-kill		18	32	regen		30	30	demon-heal		18	32	all-stats		18	32	oskill	58	6	53	aura	102	3	18														0
jamellasunique544	544	100	1		1		30		9b7			5	5000								nec		1	3	att%		130	290	crush		25	25	slow		25	25	res-all-max		10	20																														0
jamellasunique545	545	100	1		1		35		9vo			5	5000								dru		1	3	enr		35	53	abs-ltng		5	18	oskill	276	6	35	regen		30	30	gold%		120	205	light-thorns		35	70	addxp		10	20	mana-kill		13	23	cheap		10	20										0
jamellasunique546	546	100	1		1		36		9s8			5	5000								allskills		1	1	abs-ltng		5	18	res-ltng		29	45	enr		36	54	gold%		122	208	mag%		61	122	aura	118	3	12	hp%		18	36																		0
jamellasunique547	547	100	1		1		41		9pa			5	5000								ass		1	3	oskill	121	6	41	ease		-100	-100	regen		30	30	abs-ltng		5	21	aura	118	3	14																										0
jamellasunique548	548	100	1		1		50		9h9			5	5000								ama		1	3	res-pois		32	49	res-pois-max		10	20	mana		100	150	dmg-pois	75	250	500																														0
jamellasunique549	549	100	1		1		56		9wc			5	5000								nec		1	4	gold%		162	268	mana-kill		19	33	hp		112	168	oskill	58	6	56	aura	102	3	19	mag%		81	162	cheap		10	20	regen		30	30	ease		-100	-100	demon-heal		19	33	heal-kill		19	33		0
jamellasunique550	550	100	1		1		32		8ss			5	5000								ass		1	3	abs-ltng		5	16	dmg-ltng		160	320	light-thorns		32	64	cheap		10	20																														0
jamellasunique551	551	100	1		1		36		8ls			5	5000								nec		1	3	hp		72	108	aura	114	3	12	freeze		1	1	oskill	32	3	12	mana-kill		14	23																										0
jamellasunique552	552	100	1		1		44		8cs			5	5000								allskills		1	1	mana%		22	44	mana		88	132	vit		44	66	abs-cold%		25	50	abs-cold		5	22																										0
jamellasunique553	553	100	1		1		49		8bs			5	5000								sor		1	3	aura	118	3	17	gold%		148	247	oskill	121	6	49	res-all		27	39	dmg-ltng		245	490	cheap		10	20	light-thorns		49	98	regen-mana		50	50	ease		-100	-100										0
jamellasunique554	554	100	1		1		57		8ws			5	5000								allskills		1	2	res-pois		33	51	mana-kill		19	34	regen-mana		50	50	res-pois-len		75	75	dmg-pois	75	285	570																										0
jamellasunique555	555	100	1		1		33		8sb			5	5000								bar		1	3	mag%		58	116	aura	114	3	11	mana		66	99	dmg-cold	150	165	330	oskill	32	3	11	cheap		10	20	ease		-100	-100																		0
jamellasunique556	556	100	1		1		36		8hb			5	5000								ass		1	3	res-fire-max		10	20	res-fire		29	45	mana		72	108	aura	102	3	12	ease		-100	-100	oskill	58	6	36	extra-fire		36	72																		0
jamellasunique557	557	100	1		1		39		8lb			5	5000								pal		1	3	dmg-fire		195	390	aura	102	3	13	mana-kill		14	25	demon-heal		14	25	heal-kill		14	25	oskill	81	6	39	cheap		10	20	gold%		128	217	ease		-100	-100										0
jamellasunique558	558	100	1		1		46		8cb			5	5000								dru		1	3	abs-ltng		5	23	abs-ltng%		25	50	ease		-100	-100	mag%		71	142	light-thorns		46	92	regen		30	30	addxp		10	20	mana-kill		16	28	hp		92	138										0
jamellasunique559	559	100	1		1		51		8s8			5	5000								sor		1	4	addxp		10	20	dmg-fire		255	510	cast1		15	25	abs-fire		5	26																														0
jamellasunique560	560	100	1		1		41		8l8			5	5000								ass		1	3	dmg-ac		50	1091	deadly		35	70	demon-heal		15	26	oskill	149	6	41	dmg-undead		323	705	mag%		66	132																						0
jamellasunique561	561	100	1		1		59		8sw			5	5000								dru		1	4	oskill	276	6	59	light-thorns		59	118	vit		59	89	ease		-100	-100	aura	118	3	20																										0
jamellasunique562	562	100	1		1		57		8lw			5	5000								pal		1	4	dmg%		371	785	att-demon		157	371	crush		25	29	addxp		10	20	att-undead		157	371	ethereal		1	1	indestruct		1	1	thorns		57	257	indestruct		1	1	oskill	32	3	19	pierce		100	100		0
jamellasunique563	563	100	1		1		34		8lx			5	5000								allskills		1	1	str		34	51	res-all-max		10	20	noheal		1	1	att-undead		134	302	dmg%		302	670	openwounds		35	70	dmg-norm		170	340	pierce		100	100	dmg-demon		302	670										0
