Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
test	100	1	1	24	24	1				1	424	level-display	24	24	24										armo	weap											0	0
test	100	1	1	25	25	1				1	424	level-display	25	25	25										armo	weap											0	0
test	100	1	1	26	26	1				1	424	level-display	26	26	26										armo	weap											0	0
test	100	1	1	27	27	1				1	424	level-display	27	27	27										armo	weap											0	0
test	100	1	1	28	28	1				1	424	level-display	28	28	28										armo	weap											0	0
test	100	1	1	29	29	1				1	424	level-display	29	29	29										armo	weap											0	0
test	100	1	1	30	30	1				1	424	level-display	30	30	30										armo	weap											0	0
test	100	1	1	31	31	1				1	424	level-display	31	31	31										armo	weap											0	0
test	100	1	1	32	32	1				1	424	level-display	32	32	32										armo	weap											0	0
test	100	1	1	33	33	1				1	424	level-display	33	33	33										armo	weap											0	0
test	100	1	1	34	34	1				1	424	level-display	34	34	34										armo	weap											0	0
test	100	1	1	35	35	1				1	424	level-display	35	35	35										armo	weap											0	0
test	100	1	1	36	36	1				1	424	level-display	36	36	36										armo	weap											0	0
test	100	1	1	37	37	1				1	424	level-display	37	37	37										armo	weap											0	0
test	100	1	1	38	38	1				1	424	level-display	38	38	38										armo	weap											0	0
test	100	1	1	39	39	1				1	424	level-display	39	39	39										armo	weap											0	0
test	100	1	1	40	40	1				1	424	level-display	40	40	40										armo	weap											0	0
test	100	1	1	41	41	1				1	424	level-display	41	41	41										armo	weap											0	0
test	100	1	1	42	42	1				1	424	level-display	42	42	42										armo	weap											0	0
test	100	1	1	43	43	1				1	424	level-display	43	43	43										armo	weap											0	0
test	100	1	1	44	44	1				1	424	level-display	44	44	44										armo	weap											0	0
test	100	1	1	45	45	1				1	424	level-display	45	45	45										armo	weap											0	0
test	100	1	1	46	46	1				1	424	level-display	46	46	46										armo	weap											0	0
test	100	1	1	47	47	1				1	424	level-display	47	47	47										armo	weap											0	0
test	100	1	1	48	48	1				1	424	level-display	48	48	48										armo	weap											0	0
test	100	1	1	49	49	1				1	424	level-display	49	49	49										armo	weap											0	0
test	100	1	1	50	50	1				1	424	level-display	50	50	50										armo	weap											0	0
test	100	1	1	51	51	1				1	424	level-display	51	51	51										armo	weap											0	0
test	100	1	1	52	52	1				1	424	level-display	52	52	52										armo	weap											0	0
test	100	1	1	53	53	1				1	424	level-display	53	53	53										armo	weap											0	0
test	100	1	1	54	54	1				1	424	level-display	54	54	54										armo	weap											0	0
test	100	1	1	55	55	1				1	424	level-display	55	55	55										armo	weap											0	0
test	100	1	1	56	56	1				1	424	level-display	56	56	56										armo	weap											0	0
test	100	1	1	57	57	1				1	424	level-display	57	57	57										armo	weap											0	0
test	100	1	1	58	58	1				1	424	level-display	58	58	58										armo	weap											0	0
test	100	1	1	59	59	1				1	424	level-display	59	59	59										armo	weap											0	0
test	100	1	1	60	60	1				1	424	level-display	60	60	60										armo	weap											0	0
test	100	1	1	61	61	1				1	424	level-display	61	61	61										armo	weap											0	0
test	100	1	1	62	62	1				1	424	level-display	62	62	62										armo	weap											0	0
test	100	1	1	63	63	1				1	424	level-display	63	63	63										armo	weap											0	0
test	100	1	1	64	64	1				1	424	level-display	64	64	64										armo	weap											0	0
test	100	1	1	65	65	1				1	424	level-display	65	65	65										armo	weap											0	0
test	100	1	1	66	66	1				1	424	level-display	66	66	66										armo	weap											0	0
test	100	1	1	67	67	1				1	424	level-display	67	67	67										armo	weap											0	0
test	100	1	1	68	68	1				1	424	level-display	68	68	68										armo	weap											0	0
test	100	1	1	69	69	1				1	424	level-display	69	69	69										armo	weap											0	0
test	100	1	1	70	70	1				1	424	level-display	70	70	70										armo	weap											0	0
test	100	1	1	71	71	1				1	424	level-display	71	71	71										armo	weap											0	0
test	100	1	1	72	72	1				1	424	level-display	72	72	72										armo	weap											0	0
test	100	1	1	73	73	1				1	424	level-display	73	73	73										armo	weap											0	0
test	100	1	1	74	74	1				1	424	level-display	74	74	74										armo	weap											0	0
test	100	1	1	75	75	1				1	424	level-display	75	75	75										armo	weap											0	0
test	100	1	1	76	76	1				1	424	level-display	76	76	76										armo	weap											0	0
test	100	1	1	77	77	1				1	424	level-display	77	77	77										armo	weap											0	0
test	100	1	1	78	78	1				1	424	level-display	78	78	78										armo	weap											0	0
test	100	1	1	79	79	1				1	424	level-display	79	79	79										armo	weap											0	0
test	100	1	1	80	80	1				1	424	level-display	80	80	80										armo	weap											0	0
test	100	1	1	81	81	1				1	424	level-display	81	81	81										armo	weap											0	0
test	100	1	1	82	82	1				1	424	level-display	82	82	82										armo	weap											0	0
test	100	1	1	83	83	1				1	424	level-display	83	83	83										armo	weap											0	0
test	100	1	1	84	84	1				1	424	level-display	84	84	84										armo	weap											0	0
test	100	1	1	85	85	1				1	424	level-display	85	85	85										armo	weap											0	0
test	100	1	1	86	86	1				1	424	level-display	86	86	86										armo	weap											0	0
test	100	1	1	87	87	1				1	424	level-display	87	87	87										armo	weap											0	0
test	100	1	1	88	88	1				1	424	level-display	88	88	88										armo	weap											0	0
test	100	1	1	89	89	1				1	424	level-display	89	89	89										armo	weap											0	0
test	100	1	1	90	90	1				1	424	level-display	90	90	90										armo	weap											0	0
test	100	1	1	91	91	1				1	424	level-display	91	91	91										armo	weap											0	0
test	100	1	1	92	92	1				1	424	level-display	92	92	92										armo	weap											0	0
test	100	1	1	93	93	1				1	424	level-display	93	93	93										armo	weap											0	0
test	100	1	1	94	94	1				1	424	level-display	94	94	94										armo	weap											0	0
test	100	1	1	95	95	1				1	424	level-display	95	95	95										armo	weap											0	0
test	100	1	1	96	96	1				1	424	level-display	96	96	96										armo	weap											0	0
test	100	1	1	97	97	1				1	424	level-display	97	97	97										armo	weap											0	0
test	100	1	1	98	98	1				1	424	level-display	98	98	98										armo	weap											0	0
test	100	1	1	99	99	1				1	424	level-display	99	99	99										armo	weap											0	0
