Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
emptyString	100	1	1	25	50					1	102	red-dmg		3	4										armo												0	0
emptyString	100	1	1	25	50					1	102	red-dmg		0	0										ring	amul											0	0
emptyString	100	1	1	30	55					1	102	red-dmg		3	5										armo												0	0
emptyString	100	1	1	30	55					1	102	red-dmg		0	1										ring	amul											0	0
emptyString	100	1	1	35	60					1	102	red-dmg		4	5										armo												0	0
emptyString	100	1	1	35	60					1	102	red-dmg		0	1										ring	amul											0	0
emptyString	100	1	1	40	65					1	102	red-dmg		5	6										armo												0	0
emptyString	100	1	1	40	65					1	102	red-dmg		1	1										ring	amul											0	0
emptyString	100	1	1	45	70					1	102	red-dmg		6	7										armo												0	0
emptyString	100	1	1	45	70					1	102	red-dmg		1	1										ring	amul											0	0
emptyString	100	1	1	50	72					1	102	red-dmg		6	8										armo												0	0
emptyString	100	1	1	50	72					1	102	red-dmg		1	1										ring	amul											0	0
emptyString	100	1	1	55	74					1	102	red-dmg		7	9										armo												0	0
emptyString	100	1	1	55	74					1	102	red-dmg		1	2										ring	amul											0	0
emptyString	100	1	1	60	76					1	102	red-dmg		8	10										armo												0	0
emptyString	100	1	1	60	76					1	102	red-dmg		1	2										ring	amul											0	0
emptyString	100	1	1	65	78					1	102	red-dmg		9	11										armo												0	0
emptyString	100	1	1	65	78					1	102	red-dmg		2	2										ring	amul											0	0
emptyString	100	1	1	70	80					1	102	red-dmg		10	12										armo												0	0
emptyString	100	1	1	70	80					1	102	red-dmg		2	2										ring	amul											0	0
emptyString	100	1	1	72	82					1	102	red-dmg		11	13										armo												0	0
emptyString	100	1	1	72	82					1	102	red-dmg		2	3										ring	amul											0	0
emptyString	100	1	1	74	84					1	102	red-dmg		12	14										armo												0	0
emptyString	100	1	1	74	84					1	102	red-dmg		2	3										ring	amul											0	0
emptyString	100	1	1	76	86					1	102	red-dmg		13	15										armo												0	0
emptyString	100	1	1	76	86					1	102	red-dmg		3	3										ring	amul											0	0
emptyString	100	1	1	78	88					1	102	red-dmg		14	16										armo												0	0
emptyString	100	1	1	78	88					1	102	red-dmg		3	3										ring	amul											0	0
emptyString	100	1	1	80	90					1	102	red-dmg		15	18										armo												0	0
emptyString	100	1	1	80	90					1	102	red-dmg		3	4										ring	amul											0	0
emptyString	100	1	1	82	91					1	102	red-dmg		17	19										armo												0	0
emptyString	100	1	1	82	91					1	102	red-dmg		4	4										ring	amul											0	0
emptyString	100	1	1	84	92					1	102	red-dmg		18	21										armo												0	0
emptyString	100	1	1	84	92					1	102	red-dmg		4	5										ring	amul											0	0
emptyString	100	1	1	86	93					1	102	red-dmg		19	22										armo												0	0
emptyString	100	1	1	86	93					1	102	red-dmg		4	5										ring	amul											0	0
emptyString	100	1	1	88	94					1	102	red-dmg		21	24										armo												0	0
emptyString	100	1	1	88	94					1	102	red-dmg		5	5										ring	amul											0	0
emptyString	100	1	1	90	95					1	102	red-dmg		22	25										armo												0	0
emptyString	100	1	1	90	95					1	102	red-dmg		5	6										ring	amul											0	0
emptyString	100	1	1	91	96					1	102	red-dmg		24	27										armo												0	0
emptyString	100	1	1	91	96					1	102	red-dmg		5	6										ring	amul											0	0
emptyString	100	1	1	92	97					1	102	red-dmg		26	29										armo												0	0
emptyString	100	1	1	92	97					1	102	red-dmg		6	7										ring	amul											0	0
emptyString	100	1	1	93	98					1	102	red-dmg		27	31										armo												0	0
emptyString	100	1	1	93	98					1	102	red-dmg		6	7										ring	amul											0	0
emptyString	100	1	1	94	99					1	102	red-dmg		29	33										armo												0	0
emptyString	100	1	1	94	99					1	102	red-dmg		7	8										ring	amul											0	0
emptyString	100	1	1	95	99					1	102	red-dmg		31	35										armo												0	0
emptyString	100	1	1	95	99					1	102	red-dmg		7	8										ring	amul											0	0
emptyString	100	1	1	96	99					1	102	red-dmg		33	38										armo												0	0
emptyString	100	1	1	96	99					1	102	red-dmg		8	9										ring	amul											0	0
emptyString	100	1	1	97	99					1	102	red-dmg		35	40										armo												0	0
emptyString	100	1	1	97	99					1	102	red-dmg		8	9										ring	amul											0	0
emptyString	100	1	1	98	99					1	102	red-dmg		38	42										armo												0	0
emptyString	100	1	1	98	99					1	102	red-dmg		9	10										ring	amul											0	0
emptyString	100	1	1	99	99					1	102	red-dmg		40	45										armo												0	0
emptyString	100	1	1	99	99					1	102	red-dmg		9	11										ring	amul											0	0
emptyString	100	1	1	1	25					1	103	red-dmg%		0	1										armo												0	0
emptyString	100	1	1	5	30					1	103	red-dmg%		1	2										armo												0	0
emptyString	100	1	1	10	35					1	103	red-dmg%		1	2										armo												0	0
emptyString	100	1	1	15	40					1	103	red-dmg%		2	3										armo												0	0
emptyString	100	1	1	20	45					1	103	red-dmg%		2	3										armo												0	0
emptyString	100	1	1	25	50					1	103	red-dmg%		3	4										armo												0	0
emptyString	100	1	1	30	55					1	103	red-dmg%		3	4										armo												0	0
emptyString	100	1	1	35	60					1	103	red-dmg%		4	5										armo												0	0
emptyString	100	1	1	40	65					1	103	red-dmg%		4	5										armo												0	0
emptyString	100	1	1	45	70					1	103	red-dmg%		5	6										armo												0	0
emptyString	100	1	1	50	72					1	103	red-dmg%		5	6										armo												0	0
emptyString	100	1	1	55	74					1	103	red-dmg%		6	7										armo												0	0
emptyString	100	1	1	60	76					1	103	red-dmg%		6	7										armo												0	0
emptyString	100	1	1	65	78					1	103	red-dmg%		7	8										armo												0	0
emptyString	100	1	1	70	80					1	103	red-dmg%		7	8										armo												0	0
emptyString	100	1	1	72	82					1	103	red-dmg%		8	9										armo												0	0
emptyString	100	1	1	74	84					1	103	red-dmg%		8	9										armo												0	0
emptyString	100	1	1	76	86					1	103	red-dmg%		9	10										armo												0	0
emptyString	100	1	1	78	88					1	103	red-dmg%		9	10										armo												0	0
emptyString	100	1	1	80	90					1	103	red-dmg%		10	11										armo												0	0
emptyString	100	1	1	82	91					1	103	red-dmg%		10	11										armo												0	0
emptyString	100	1	1	84	92					1	103	red-dmg%		11	12										armo												0	0
emptyString	100	1	1	86	93					1	103	red-dmg%		11	12										armo												0	0
emptyString	100	1	1	88	94					1	103	red-dmg%		12	13										armo												0	0
emptyString	100	1	1	90	95					1	103	red-dmg%		12	13										armo												0	0
emptyString	100	1	1	91	96					1	103	red-dmg%		13	14										armo												0	0
emptyString	100	1	1	92	97					1	103	red-dmg%		13	14										armo												0	0
emptyString	100	1	1	93	98					1	103	red-dmg%		14	15										armo												0	0
emptyString	100	1	1	94	99					1	103	red-dmg%		14	15										armo												0	0
emptyString	100	1	1	95	99					1	103	red-dmg%		15	16										armo												0	0
emptyString	100	1	1	96	99					1	103	red-dmg%		15	16										armo												0	0
emptyString	100	1	1	97	99					1	103	red-dmg%		16	17										armo												0	0
emptyString	100	1	1	98	99					1	103	red-dmg%		16	17										armo												0	0
emptyString	100	1	1	99	99					1	103	red-dmg%		17	18										armo												0	0
emptyString	100	1	1	1	25					1	104	ac%		2	7										armo												0	0
emptyString	100	1	1	1	25					1	104	ac%		1	3										ring	amul											0	0
emptyString	100	1	1	5	30					1	104	ac%		5	10										armo												0	0
emptyString	100	1	1	5	30					1	104	ac%		2	4										ring	amul											0	0
emptyString	100	1	1	10	35					1	104	ac%		7	12										armo												0	0
emptyString	100	1	1	10	35					1	104	ac%		3	5										ring	amul											0	0
emptyString	100	1	1	15	40					1	104	ac%		10	15										armo												0	0
emptyString	100	1	1	15	40					1	104	ac%		4	6										ring	amul											0	0
emptyString	100	1	1	20	45					1	104	ac%		12	17										armo												0	0
emptyString	100	1	1	20	45					1	104	ac%		5	7										ring	amul											0	0
emptyString	100	1	1	25	50					1	104	ac%		15	20										armo												0	0
emptyString	100	1	1	25	50					1	104	ac%		6	8										ring	amul											0	0
emptyString	100	1	1	30	55					1	104	ac%		17	22										armo												0	0
emptyString	100	1	1	30	55					1	104	ac%		7	9										ring	amul											0	0
emptyString	100	1	1	35	60					1	104	ac%		20	25										armo												0	0
emptyString	100	1	1	35	60					1	104	ac%		8	10										ring	amul											0	0
emptyString	100	1	1	40	65					1	104	ac%		22	27										armo												0	0
emptyString	100	1	1	40	65					1	104	ac%		9	11										ring	amul											0	0
emptyString	100	1	1	45	70					1	104	ac%		25	30										armo												0	0
emptyString	100	1	1	45	70					1	104	ac%		10	12										ring	amul											0	0
emptyString	100	1	1	50	72					1	104	ac%		27	32										armo												0	0
emptyString	100	1	1	50	72					1	104	ac%		11	13										ring	amul											0	0
emptyString	100	1	1	55	74					1	104	ac%		30	35										armo												0	0
emptyString	100	1	1	55	74					1	104	ac%		12	14										ring	amul											0	0
emptyString	100	1	1	60	76					1	104	ac%		32	37										armo												0	0
emptyString	100	1	1	60	76					1	104	ac%		13	15										ring	amul											0	0
emptyString	100	1	1	65	78					1	104	ac%		35	40										armo												0	0
emptyString	100	1	1	65	78					1	104	ac%		14	16										ring	amul											0	0
emptyString	100	1	1	70	80					1	104	ac%		37	42										armo												0	0
emptyString	100	1	1	70	80					1	104	ac%		15	17										ring	amul											0	0
emptyString	100	1	1	72	82					1	104	ac%		40	45										armo												0	0
emptyString	100	1	1	72	82					1	104	ac%		16	18										ring	amul											0	0
emptyString	100	1	1	74	84					1	104	ac%		42	47										armo												0	0
emptyString	100	1	1	74	84					1	104	ac%		17	19										ring	amul											0	0
emptyString	100	1	1	76	86					1	104	ac%		45	50										armo												0	0
emptyString	100	1	1	76	86					1	104	ac%		18	20										ring	amul											0	0
emptyString	100	1	1	78	88					1	104	ac%		47	52										armo												0	0
emptyString	100	1	1	78	88					1	104	ac%		19	21										ring	amul											0	0
emptyString	100	1	1	80	90					1	104	ac%		50	55										armo												0	0
emptyString	100	1	1	80	90					1	104	ac%		20	22										ring	amul											0	0
emptyString	100	1	1	82	91					1	104	ac%		52	57										armo												0	0
emptyString	100	1	1	82	91					1	104	ac%		21	23										ring	amul											0	0
emptyString	100	1	1	84	92					1	104	ac%		55	60										armo												0	0
emptyString	100	1	1	84	92					1	104	ac%		22	24										ring	amul											0	0
emptyString	100	1	1	86	93					1	104	ac%		57	62										armo												0	0
emptyString	100	1	1	86	93					1	104	ac%		23	25										ring	amul											0	0
emptyString	100	1	1	88	94					1	104	ac%		60	65										armo												0	0
emptyString	100	1	1	88	94					1	104	ac%		24	26										ring	amul											0	0
emptyString	100	1	1	90	95					1	104	ac%		62	67										armo												0	0
emptyString	100	1	1	90	95					1	104	ac%		25	27										ring	amul											0	0
emptyString	100	1	1	91	96					1	104	ac%		65	70										armo												0	0
emptyString	100	1	1	91	96					1	104	ac%		26	28										ring	amul											0	0
emptyString	100	1	1	92	97					1	104	ac%		67	72										armo												0	0
emptyString	100	1	1	92	97					1	104	ac%		27	29										ring	amul											0	0
emptyString	100	1	1	93	98					1	104	ac%		70	75										armo												0	0
emptyString	100	1	1	93	98					1	104	ac%		28	30										ring	amul											0	0
emptyString	100	1	1	94	99					1	104	ac%		72	77										armo												0	0
emptyString	100	1	1	94	99					1	104	ac%		29	31										ring	amul											0	0
emptyString	100	1	1	95	99					1	104	ac%		75	80										armo												0	0
emptyString	100	1	1	95	99					1	104	ac%		30	32										ring	amul											0	0
emptyString	100	1	1	96	99					1	104	ac%		77	82										armo												0	0
emptyString	100	1	1	96	99					1	104	ac%		31	33										ring	amul											0	0
emptyString	100	1	1	97	99					1	104	ac%		80	85										armo												0	0
emptyString	100	1	1	97	99					1	104	ac%		32	34										ring	amul											0	0
emptyString	100	1	1	98	99					1	104	ac%		82	87										armo												0	0
emptyString	100	1	1	98	99					1	104	ac%		33	35										ring	amul											0	0
emptyString	100	1	1	99	99					1	104	ac%		85	90										armo												0	0
emptyString	100	1	1	99	99					1	104	ac%		34	36										ring	amul											0	0
emptyString	100	1	1	1	25					1	105	red-mag		0	1										armo												0	0
emptyString	100	1	1	1	25					1	105	red-mag		0	0										ring	amul											0	0
emptyString	100	1	1	5	30					1	105	red-mag		1	2										armo												0	0
emptyString	100	1	1	5	30					1	105	red-mag		0	0										ring	amul											0	0
emptyString	100	1	1	10	35					1	105	red-mag		1	2										armo												0	0
emptyString	100	1	1	10	35					1	105	red-mag		0	0										ring	amul											0	0
emptyString	100	1	1	15	40					1	105	red-mag		2	3										armo												0	0
emptyString	100	1	1	15	40					1	105	red-mag		0	0										ring	amul											0	0
emptyString	100	1	1	20	45					1	105	red-mag		2	3										armo												0	0
emptyString	100	1	1	20	45					1	105	red-mag		0	0										ring	amul											0	0
emptyString	100	1	1	25	50					1	105	red-mag		3	4										armo												0	0
emptyString	100	1	1	25	50					1	105	red-mag		0	0										ring	amul											0	0
emptyString	100	1	1	30	55					1	105	red-mag		3	5										armo												0	0
emptyString	100	1	1	30	55					1	105	red-mag		0	1										ring	amul											0	0
emptyString	100	1	1	35	60					1	105	red-mag		4	5										armo												0	0
emptyString	100	1	1	35	60					1	105	red-mag		0	1										ring	amul											0	0
emptyString	100	1	1	40	65					1	105	red-mag		5	6										armo												0	0
emptyString	100	1	1	40	65					1	105	red-mag		1	1										ring	amul											0	0
emptyString	100	1	1	45	70					1	105	red-mag		6	7										armo												0	0
emptyString	100	1	1	45	70					1	105	red-mag		1	1										ring	amul											0	0
emptyString	100	1	1	50	72					1	105	red-mag		6	8										armo												0	0
emptyString	100	1	1	50	72					1	105	red-mag		1	1										ring	amul											0	0
emptyString	100	1	1	55	74					1	105	red-mag		7	9										armo												0	0
emptyString	100	1	1	55	74					1	105	red-mag		1	2										ring	amul											0	0
emptyString	100	1	1	60	76					1	105	red-mag		8	10										armo												0	0
emptyString	100	1	1	60	76					1	105	red-mag		1	2										ring	amul											0	0
emptyString	100	1	1	65	78					1	105	red-mag		9	11										armo												0	0
emptyString	100	1	1	65	78					1	105	red-mag		2	2										ring	amul											0	0
emptyString	100	1	1	70	80					1	105	red-mag		10	12										armo												0	0
emptyString	100	1	1	70	80					1	105	red-mag		2	2										ring	amul											0	0
emptyString	100	1	1	72	82					1	105	red-mag		11	13										armo												0	0
emptyString	100	1	1	72	82					1	105	red-mag		2	3										ring	amul											0	0
emptyString	100	1	1	74	84					1	105	red-mag		12	14										armo												0	0
emptyString	100	1	1	74	84					1	105	red-mag		2	3										ring	amul											0	0
emptyString	100	1	1	76	86					1	105	red-mag		13	15										armo												0	0
emptyString	100	1	1	76	86					1	105	red-mag		3	3										ring	amul											0	0
emptyString	100	1	1	78	88					1	105	red-mag		14	16										armo												0	0
emptyString	100	1	1	78	88					1	105	red-mag		3	3										ring	amul											0	0
emptyString	100	1	1	80	90					1	105	red-mag		15	18										armo												0	0
emptyString	100	1	1	80	90					1	105	red-mag		3	4										ring	amul											0	0
emptyString	100	1	1	82	91					1	105	red-mag		17	19										armo												0	0
emptyString	100	1	1	82	91					1	105	red-mag		4	4										ring	amul											0	0
emptyString	100	1	1	84	92					1	105	red-mag		18	21										armo												0	0
emptyString	100	1	1	84	92					1	105	red-mag		4	5										ring	amul											0	0
emptyString	100	1	1	86	93					1	105	red-mag		19	22										armo												0	0
emptyString	100	1	1	86	93					1	105	red-mag		4	5										ring	amul											0	0
emptyString	100	1	1	88	94					1	105	red-mag		21	24										armo												0	0
emptyString	100	1	1	88	94					1	105	red-mag		5	5										ring	amul											0	0
emptyString	100	1	1	90	95					1	105	red-mag		22	25										armo												0	0
emptyString	100	1	1	90	95					1	105	red-mag		5	6										ring	amul											0	0
emptyString	100	1	1	91	96					1	105	red-mag		24	27										armo												0	0
emptyString	100	1	1	91	96					1	105	red-mag		5	6										ring	amul											0	0
emptyString	100	1	1	92	97					1	105	red-mag		26	29										armo												0	0
emptyString	100	1	1	92	97					1	105	red-mag		6	7										ring	amul											0	0
emptyString	100	1	1	93	98					1	105	red-mag		27	31										armo												0	0
emptyString	100	1	1	93	98					1	105	red-mag		6	7										ring	amul											0	0
emptyString	100	1	1	94	99					1	105	red-mag		29	33										armo												0	0
emptyString	100	1	1	94	99					1	105	red-mag		7	8										ring	amul											0	0
emptyString	100	1	1	95	99					1	105	red-mag		31	35										armo												0	0
emptyString	100	1	1	95	99					1	105	red-mag		7	8										ring	amul											0	0
emptyString	100	1	1	96	99					1	105	red-mag		33	38										armo												0	0
emptyString	100	1	1	96	99					1	105	red-mag		8	9										ring	amul											0	0
emptyString	100	1	1	97	99					1	105	red-mag		35	40										armo												0	0
emptyString	100	1	1	97	99					1	105	red-mag		8	9										ring	amul											0	0
emptyString	100	1	1	98	99					1	105	red-mag		38	42										armo												0	0
emptyString	100	1	1	98	99					1	105	red-mag		9	10										ring	amul											0	0
emptyString	100	1	1	99	99					1	105	red-mag		40	45										armo												0	0
emptyString	100	1	1	99	99					1	105	red-mag		9	11										ring	amul											0	0
emptyString	100	1	1	1	25					1	106	str		2	7										armo												0	0
emptyString	100	1	1	1	25					1	106	str		1	4										weap												0	0
emptyString	100	1	1	1	25					1	106	str		1	3										ring	amul											0	0
emptyString	100	1	1	5	30					1	106	str		5	10										armo												0	0
emptyString	100	1	1	5	30					1	106	str		3	6										weap												0	0
emptyString	100	1	1	5	30					1	106	str		2	4										ring	amul											0	0
emptyString	100	1	1	10	35					1	106	str		7	12										armo												0	0
emptyString	100	1	1	10	35					1	106	str		4	7										weap												0	0
emptyString	100	1	1	10	35					1	106	str		3	5										ring	amul											0	0
emptyString	100	1	1	15	40					1	106	str		10	15										armo												0	0
emptyString	100	1	1	15	40					1	106	str		6	9										weap												0	0
emptyString	100	1	1	15	40					1	106	str		4	6										ring	amul											0	0
emptyString	100	1	1	20	45					1	106	str		12	17										armo												0	0
emptyString	100	1	1	20	45					1	106	str		7	10										weap												0	0
emptyString	100	1	1	20	45					1	106	str		5	7										ring	amul											0	0
emptyString	100	1	1	25	50					1	106	str		15	20										armo												0	0
emptyString	100	1	1	25	50					1	106	str		9	12										weap												0	0
emptyString	100	1	1	25	50					1	106	str		6	8										ring	amul											0	0
emptyString	100	1	1	30	55					1	106	str		17	22										armo												0	0
emptyString	100	1	1	30	55					1	106	str		10	13										weap												0	0
emptyString	100	1	1	30	55					1	106	str		7	9										ring	amul											0	0
emptyString	100	1	1	35	60					1	106	str		20	25										armo												0	0
emptyString	100	1	1	35	60					1	106	str		12	15										weap												0	0
emptyString	100	1	1	35	60					1	106	str		8	10										ring	amul											0	0
emptyString	100	1	1	40	65					1	106	str		22	27										armo												0	0
emptyString	100	1	1	40	65					1	106	str		13	16										weap												0	0
emptyString	100	1	1	40	65					1	106	str		9	11										ring	amul											0	0
emptyString	100	1	1	45	70					1	106	str		25	30										armo												0	0
emptyString	100	1	1	45	70					1	106	str		15	18										weap												0	0
emptyString	100	1	1	45	70					1	106	str		10	12										ring	amul											0	0
emptyString	100	1	1	50	72					1	106	str		27	32										armo												0	0
emptyString	100	1	1	50	72					1	106	str		16	19										weap												0	0
emptyString	100	1	1	50	72					1	106	str		11	13										ring	amul											0	0
emptyString	100	1	1	55	74					1	106	str		30	35										armo												0	0
emptyString	100	1	1	55	74					1	106	str		18	21										weap												0	0
emptyString	100	1	1	55	74					1	106	str		12	14										ring	amul											0	0
emptyString	100	1	1	60	76					1	106	str		32	37										armo												0	0
emptyString	100	1	1	60	76					1	106	str		19	22										weap												0	0
emptyString	100	1	1	60	76					1	106	str		13	15										ring	amul											0	0
emptyString	100	1	1	65	78					1	106	str		35	40										armo												0	0
emptyString	100	1	1	65	78					1	106	str		21	24										weap												0	0
emptyString	100	1	1	65	78					1	106	str		14	16										ring	amul											0	0
emptyString	100	1	1	70	80					1	106	str		37	42										armo												0	0
emptyString	100	1	1	70	80					1	106	str		22	25										weap												0	0
emptyString	100	1	1	70	80					1	106	str		15	17										ring	amul											0	0
emptyString	100	1	1	72	82					1	106	str		40	45										armo												0	0
emptyString	100	1	1	72	82					1	106	str		24	27										weap												0	0
emptyString	100	1	1	72	82					1	106	str		16	18										ring	amul											0	0
emptyString	100	1	1	74	84					1	106	str		42	47										armo												0	0
emptyString	100	1	1	74	84					1	106	str		25	28										weap												0	0
emptyString	100	1	1	74	84					1	106	str		17	19										ring	amul											0	0
emptyString	100	1	1	76	86					1	106	str		45	50										armo												0	0
emptyString	100	1	1	76	86					1	106	str		27	30										weap												0	0
emptyString	100	1	1	76	86					1	106	str		18	20										ring	amul											0	0
emptyString	100	1	1	78	88					1	106	str		47	52										armo												0	0
emptyString	100	1	1	78	88					1	106	str		28	31										weap												0	0
emptyString	100	1	1	78	88					1	106	str		19	21										ring	amul											0	0
emptyString	100	1	1	80	90					1	106	str		50	55										armo												0	0
emptyString	100	1	1	80	90					1	106	str		30	33										weap												0	0
emptyString	100	1	1	80	90					1	106	str		20	22										ring	amul											0	0
emptyString	100	1	1	82	91					1	106	str		52	57										armo												0	0
emptyString	100	1	1	82	91					1	106	str		31	34										weap												0	0
emptyString	100	1	1	82	91					1	106	str		21	23										ring	amul											0	0
emptyString	100	1	1	84	92					1	106	str		55	60										armo												0	0
emptyString	100	1	1	84	92					1	106	str		33	36										weap												0	0
emptyString	100	1	1	84	92					1	106	str		22	24										ring	amul											0	0
emptyString	100	1	1	86	93					1	106	str		57	62										armo												0	0
emptyString	100	1	1	86	93					1	106	str		34	37										weap												0	0
emptyString	100	1	1	86	93					1	106	str		23	25										ring	amul											0	0
emptyString	100	1	1	88	94					1	106	str		60	65										armo												0	0
emptyString	100	1	1	88	94					1	106	str		36	39										weap												0	0
emptyString	100	1	1	88	94					1	106	str		24	26										ring	amul											0	0
emptyString	100	1	1	90	95					1	106	str		62	67										armo												0	0
emptyString	100	1	1	90	95					1	106	str		37	40										weap												0	0
emptyString	100	1	1	90	95					1	106	str		25	27										ring	amul											0	0
emptyString	100	1	1	91	96					1	106	str		65	70										armo												0	0
emptyString	100	1	1	91	96					1	106	str		39	42										weap												0	0
emptyString	100	1	1	91	96					1	106	str		26	28										ring	amul											0	0
emptyString	100	1	1	92	97					1	106	str		67	72										armo												0	0
